Metric,Old-version,New-version
SSIM,0.4357120132446289,0.7142052102088928
Field MAE,8.876915168762206,18.965066528320314
Field RMSE,0.1687576510757208,0.04400797991082072
Intensity Ratio,2.3416962122917173,0.9967352658510208
Intensity Std,0.05857339187528462,0.01933656698416497
Quality (Good %),0.0,3.0
